filename,x_percent,y_percent
1761228884488217000.png,0.5099,0.5037
1761228952686479000.png,0.5109,0.5139
1761228889254727000.png,0.5141,0.4713
1761228945019985000.png,0.5188,0.4556
1761228946619974000.png,0.5167,0.4769
1761228907354281000.png,0.5068,0.4509
1761228855488887000.png,0.4995,0.4519
1761228786157223000.png,0.5172,0.4694
1761228872088510000.png,0.5120,0.5093
1761228981452415000.png,0.5115,0.4491
1761228930453730000.png,0.5120,0.4528
1761228950653197000.png,0.5078,0.5139
1761228865688696000.png,0.5109,0.4898
1761228792923860000.png,0.5172,0.4639
1761228975419250000.png,0.5151,0.4454
1761228919120652000.png,0.5161,0.4657
1761228795290477000.png,0.5193,0.4620
1761228829122941000.png,0.5198,0.4481
1761228916187406000.png,0.5161,0.4593
1761228849222390000.png,0.5078,0.4491
1761228848389152000.png,0.5193,0.4481
1761228895321313000.png,0.5135,0.4444
1761228920353987000.png,0.5161,0.4620
1761228906554312000.png,0.5224,0.4500
1761228908587523000.png,0.5255,0.4491
1761228956686413000.png,0.5125,0.5120
1761228857155556000.png,0.4995,0.4491
1761228982285686000.png,0.5099,0.4648
1761228853122322000.png,0.5016,0.4491
1761228981852397000.png,0.5062,0.4593
1761228821589783000.png,0.5078,0.4463
1761228831922877000.png,0.5115,0.4463
1761228973852587000.png,0.5078,0.4463
1761228836789438000.png,0.5276,0.4491
1761228847155824000.png,0.5120,0.4454
1761228973085964000.png,0.5120,0.4454
1761228929287060000.png,0.5255,0.4630
1761228925587208000.png,0.5177,0.4546
1761228972685976000.png,0.5401,0.4583
1761228802056965000.png,0.5130,0.4454
1761228977819200000.png,0.5380,0.4565
1761228868521909000.png,0.5115,0.4759
1761228877621719000.png,0.5109,0.5259
1761228970185997000.png,0.5255,0.4509
1761228866921988000.png,0.5109,0.4824
1761228921920575000.png,0.5172,0.4639
1761228980252381000.png,0.4969,0.4491
1761228839922668000.png,0.5141,0.4444
1761228983419056000.png,0.5094,0.4741
1761228984218971000.png,0.5135,0.4769
1761228908187548000.png,0.5177,0.4500
1761228831489544000.png,0.4969,0.4519
1761228923120498000.png,0.5172,0.4639
1761228841522642000.png,0.5271,0.4481
1761228971452659000.png,0.5333,0.4519
1761228837189366000.png,0.5146,0.4481
1761228947019945000.png,0.5141,0.4880
1761228853889001000.png,0.4943,0.4519
1761228900587803000.png,0.5370,0.4556
1761228891254691000.png,0.5193,0.4602
1761228906154315000.png,0.5266,0.4491
1761228830289595000.png,0.5094,0.4472
1761228826722997000.png,0.5219,0.4454
1761228892454676000.png,0.5057,0.4528
1761228888054761000.png,0.5141,0.4815
1761228788123990000.png,0.5167,0.4648
1761228877255061000.png,0.5109,0.5306
1761228980685796000.png,0.5120,0.4472
1761228941686774000.png,0.5161,0.4630
1761228897721230000.png,0.5167,0.4481
1761228801623667000.png,0.5260,0.4556
1761228967819458000.png,0.4917,0.4528
1761228837989372000.png,0.5234,0.4500
1761228896154563000.png,0.5135,0.4444
1761228959886317000.png,0.5042,0.4815
1761228823189791000.png,0.5297,0.4509
1761228864855315000.png,0.5109,0.4954
1761228951453176000.png,0.5177,0.5102
1761228854288991000.png,0.5255,0.4481
1761228859188870000.png,0.5146,0.4602
1761228869721985000.png,0.5115,0.4731
1761228951886491000.png,0.5229,0.5176
1761228827089649000.png,0.5281,0.4500
1761228864455426000.png,0.5115,0.4954
1761228936853476000.png,0.5161,0.4741
1761228838755995000.png,0.5036,0.4519
1761228900154450000.png,0.5120,0.4472
1761228945820000000.png,0.5146,0.4676
1761228953919796000.png,0.5161,0.5120
1761228808390190000.png,0.5141,0.4472
1761228904154354000.png,0.5094,0.4509
1761228794857138000.png,0.5151,0.4657
1761228974252616000.png,0.5323,0.4519
1761228799223707000.png,0.4969,0.4991
1761228818823159000.png,0.5312,0.4500
1761228789290608000.png,0.5167,0.4657
1761228803656956000.png,0.5167,0.4481
1761228843555916000.png,0.5286,0.4481
1761228835956122000.png,0.5005,0.4481
1761228944186684000.png,0.5177,0.4556
1761228955519800000.png,0.5130,0.5157
1761228799657034000.png,0.5167,0.4870
1761228887654793000.png,0.5135,0.4824
1761228841922564000.png,0.5375,0.4519
1761228915387434000.png,0.5182,0.4500
1761228884121554000.png,0.5365,0.4963
1761228963419536000.png,0.5089,0.4463
1761228961452932000.png,0.5245,0.4574
1761228862855422000.png,0.5130,0.4880
1761228874055136000.png,0.5094,0.5370
1761228809590110000.png,0.5344,0.4519
1761228893254680000.png,0.5188,0.4444
1761228790090598000.png,0.5167,0.4648
1761228885654836000.png,0.5214,0.4926
1761228834722829000.png,0.5203,0.4454
1761228936453580000.png,0.5156,0.4750
1761228906954311000.png,0.5198,0.4481
1761228931620292000.png,0.5135,0.4639
1761228812423398000.png,0.5349,0.4537
1761228802856936000.png,0.5172,0.4546
1761228819589812000.png,0.4891,0.4565
1761228898921105000.png,0.5312,0.4528
1761228833122845000.png,0.5266,0.4509
1761228926387135000.png,0.5177,0.4620
1761228885288166000.png,0.5089,0.4852
1761228902954432000.png,0.5281,0.4472
1761228930053725000.png,0.5130,0.4630
1761228905354371000.png,0.5078,0.4509
1761228976985877000.png,0.5109,0.4463
1761228887288146000.png,0.5188,0.4843
1761228870155251000.png,0.5125,0.4787
1761228828722974000.png,0.5234,0.4481
1761228971052678000.png,0.5120,0.4463
1761228921520609000.png,0.5172,0.4602
1761228943353394000.png,0.5167,0.4593
1761228866488666000.png,0.5109,0.4954
1761228796490433000.png,0.5130,0.4583
1761228918687352000.png,0.5167,0.4685
1761228931987002000.png,0.5068,0.4657
1761228925153850000.png,0.5172,0.4556
1761228863655420000.png,0.5130,0.4926
1761228926787171000.png,0.5167,0.4556
1761228890021400000.png,0.5125,0.4657
1761228822789715000.png,0.5224,0.4463
1761228800823727000.png,0.5089,0.4657
1761228969386035000.png,0.4974,0.4546
1761228914554136000.png,0.5182,0.4500
1761228983819048000.png,0.5146,0.4769
1761228929653731000.png,0.5161,0.4556
1761228902187764000.png,0.5146,0.4491
1761228817256597000.png,0.5260,0.4500
1761228825123059000.png,0.5323,0.4519
1761228787324012000.png,0.5151,0.4685
1761228786924001000.png,0.5177,0.4676
1761228888854753000.png,0.5151,0.4787
1761228892854625000.png,0.5104,0.4472
1761228912987480000.png,0.5177,0.4491
1761228955919748000.png,0.5193,0.5176
1761228889654725000.png,0.5130,0.4694
1761228893654631000.png,0.5089,0.4472
1761228816056586000.png,0.5349,0.4481
1761228798457030000.png,0.5271,0.4519
1761228802423624000.png,0.5104,0.4537
1761228788923943000.png,0.5182,0.4685
1761228856322262000.png,0.5146,0.4426
1761228847589149000.png,0.4964,0.4472
1761228805990204000.png,0.5339,0.4472
1761228946219906000.png,0.5172,0.4685
1761228820356490000.png,0.5344,0.4500
1761228876421736000.png,0.5109,0.5259
1761228985418997000.png,0.5125,0.4750
1761228878055041000.png,0.5115,0.5306
1761228962252912000.png,0.5021,0.4593
1761228939720125000.png,0.5193,0.4565
1761228796857065000.png,0.5021,0.4657
1761228968619342000.png,0.5563,0.4787
1761228888454777000.png,0.5120,0.4769
1761228937286877000.png,0.5172,0.4704
1761228978652496000.png,0.5005,0.4491
1761228850789064000.png,0.5318,0.4481
1761228928087103000.png,0.5182,0.4583
1761228940886744000.png,0.5214,0.4583
1761228804056894000.png,0.5141,0.4481
1761228912554164000.png,0.5172,0.4463
1761228943786701000.png,0.5198,0.4537
1761228862422089000.png,0.5135,0.4815
1761228874421744000.png,0.5089,0.5324
1761228815656618000.png,0.5464,0.4648
1761228921153938000.png,0.5161,0.4630
1761228894087972000.png,0.5068,0.4500
1761228962652876000.png,0.5359,0.4556
1761228948653253000.png,0.5151,0.5028
1761228823956422000.png,0.5068,0.4472
1761228826323015000.png,0.5047,0.4472
1761228792157234000.png,0.5172,0.4676
1761228941286754000.png,0.5156,0.4639
1761228942520046000.png,0.5177,0.4630
1761228833956140000.png,0.5109,0.4472
1761228954719786000.png,0.5167,0.5130
1761228836389442000.png,0.5229,0.4463
1761228819989861000.png,0.5182,0.4472
1761228786557357000.png,0.5167,0.4639
1761228798857040000.png,0.5229,0.4509
1761228886454824000.png,0.5083,0.4935
1761228837589405000.png,0.5255,0.4491
1761228959052975000.png,0.5188,0.4824
1761228957853009000.png,0.5156,0.5083
1761228892054662000.png,0.5203,0.4565
1761228883288223000.png,0.4958,0.5065
1761228981085762000.png,0.5219,0.4528
1761228845955853000.png,0.5203,0.4463
1761228922720602000.png,0.5161,0.4648
1761228870555218000.png,0.5135,0.4796
1761228857555555000.png,0.5161,0.4463
1761228813223447000.png,0.4880,0.4556
1761228945419984000.png,0.5177,0.4630
1761228983052355000.png,0.5115,0.4648
1761228794090506000.png,0.5177,0.4602
1761228791757204000.png,0.5177,0.4620
1761228937653560000.png,0.5161,0.4685
1761228916620733000.png,0.5156,0.4602
1761228814789999000.png,0.5016,0.4481
1761228805623494000.png,0.5229,0.4435
1761228866088683000.png,0.5130,0.4880
1761228811190049000.png,0.5286,0.4472
1761228809190145000.png,0.5292,0.4481
1761228810756728000.png,0.5224,0.4472
1761228839522701000.png,0.5214,0.4472
1761228903754389000.png,0.5052,0.4565
1761228880488303000.png,0.5062,0.5204
1761228854722299000.png,0.5234,0.4491
1761228911754195000.png,0.5198,0.4463
1761228968219357000.png,0.5146,0.4472
1761228808823459000.png,0.4969,0.4509
1761228955119818000.png,0.5167,0.5213
1761228787757305000.png,0.5161,0.4639
1761228800423664000.png,0.5167,0.4472
1761228923920528000.png,0.5172,0.4620
1761228977419206000.png,0.5141,0.4463
1761228827489650000.png,0.4974,0.4519
1761228794490486000.png,0.5167,0.4602
1761228797290410000.png,0.5240,0.4639
1761228904520982000.png,0.5370,0.4509
1761228950253230000.png,0.5078,0.5102
1761228985018997000.png,0.5125,0.4769
1761228791357233000.png,0.5172,0.4657
1761228938486822000.png,0.5172,0.4657
1761228842322612000.png,0.5052,0.4537
1761228940520124000.png,0.5203,0.4528
1761228844755869000.png,0.5229,0.4519
1761228958253025000.png,0.5115,0.4963
1761228904921025000.png,0.5302,0.4426
1761228881288358000.png,0.5094,0.5093
1761228852355685000.png,0.5281,0.4491
1761228909787563000.png,0.5146,0.4426
1761228949819916000.png,0.5099,0.5148
1761228957086326000.png,0.5151,0.5065
1761228805223564000.png,0.5177,0.4435
1761228798057064000.png,0.5323,0.4472
1761228910154215000.png,0.5203,0.4435
1761228800056941000.png,0.5323,0.4528
1761228879255001000.png,0.5120,0.5231
1761228965819482000.png,0.5125,0.4463
1761228982652385000.png,0.5151,0.4685
1761228803256935000.png,0.5229,0.4500
1761228917887365000.png,0.5151,0.4657
1761228961886249000.png,0.4828,0.4694
1761228895721316000.png,0.5250,0.4509
1761228958652977000.png,0.5151,0.4880
1761228930820366000.png,0.5240,0.4593
1761228934420272000.png,0.5188,0.4769
1761228876821734000.png,0.5125,0.5287
1761228801190305000.png,0.5146,0.4787
1761228864055380000.png,0.5109,0.4935
1761228840722651000.png,0.5010,0.4565
1761228985785577000.png,0.5104,0.4731
1761228874821782000.png,0.5089,0.5306
1761228953119810000.png,0.5120,0.5102
1761228949053236000.png,0.5255,0.5139
1761228947453306000.png,0.5141,0.4991
1761228894487978000.png,0.5172,0.4463
1761228857955560000.png,0.5193,0.4500
1761228830689578000.png,0.5193,0.4472
1761228869355284000.png,0.5120,0.4750
1761228846389172000.png,0.5135,0.4463
1761228793323835000.png,0.5167,0.4685
1761228934820258000.png,0.5161,0.4796
1761228938920154000.png,0.5151,0.4556
1761228804823555000.png,0.5188,0.4472
1761228867688621000.png,0.5120,0.4824
1761228867322024000.png,0.5120,0.4824
1761228843955915000.png,0.5005,0.4537
1761228788523969000.png,0.5177,0.4657
1761228947819939000.png,0.5156,0.4963
1761228807156774000.png,0.5146,0.4454
1761228845589209000.png,0.5141,0.4454
1761228817656557000.png,0.5182,0.4463
1761228956319668000.png,0.5078,0.5065
1761228975819252000.png,0.5302,0.4472
1761228913787463000.png,0.5161,0.4472
1761228790523826000.png,0.5161,0.4657
1761228832689507000.png,0.5255,0.4528
